"CODESTAB","CODMUNNASC","n_nascimentos","ANONASC","n_anomalias"
"3368408",431560,17,2015,0
"3378691",430580,141,2015,2
"3409732",431115,1,2015,0
"3443795",431490,2,2015,0
"3492575",431490,5,2015,0
"3506959",431020,572,2015,5
"3508528",430460,4486,2015,17
"3526925",431490,1,2015,0
"3538710",431490,1,2015,0
"3567664",431490,617,2015,2
"3596338",430160,21,2015,0
"3626245",430460,2,2015,0
"3913392",431710,45,2015,0
"5005264",431490,4,2015,0
"5026253",431490,4,2015,0
"5223962",432300,744,2015,2
"5230241",431290,40,2015,0
"5384117",432140,591,2015,1
"5395674",431000,246,2015,1
"5473810",431490,1,2015,0
"5922216",431690,628,2015,7
"6011926",430230,12,2015,0
"6014194",430810,114,2015,2
"6131913",430930,1,2015,0
"6389104",431760,12,2015,0
"6447074",432130,129,2015,0
"6537650",431490,1,2015,0
"6867294",431340,1,2015,0
"7054254",430460,1,2015,0
"7092571",431490,1,2015,0
"7145594",431490,2,2015,0
"7151888",431750,308,2015,1
"7513151",431490,7,2015,0
"0000296",431490,104,2016,5
"0000300",430040,16,2016,0
"2223538",430510,1803,2016,26
"2223546",430510,1615,2016,4
"2223562",430510,251,2016,3
"2223570",430510,2045,2016,7
"2223597",430510,1293,2016,8
"2223929",432135,1,2016,0
"2224038",432160,1,2016,0
"2224607",431365,6,2016,0
"2224615",431250,14,2016,0
"2224836",430517,1,2016,0
"2225328",430930,252,2016,0
"2225913",430930,9,2016,0
"2226693",431225,2,2016,0
"2227665",431010,585,2016,6
"2227673",432200,312,2016,3
"2227681",431650,1,2016,0
"2227711",430650,1,2016,0
"2227738",430110,1,2016,0
"2227762",431405,1150,2016,8
"2227770",431820,224,2016,0
"2227886",431840,960,2016,5
"2227908",431950,168,2016,0
"2227932",432120,542,2016,0
"2227959",431240,628,2016,3
"2228394",430050,14,2016,0
"2228505",430850,1,2016,0
"2228548",430340,12,2016,0
"2228556",431470,98,2016,0
"2228564",430050,51,2016,0
"2228580",431380,213,2016,1
"2228602",430850,445,2016,4
"2228610",432020,379,2016,0
"2228653",431050,57,2016,0
"2228688",431270,348,2016,3
"2228726",432190,540,2016,6
"2228734",431590,142,2016,0
"2229269",431306,1,2016,0
"2232022",431870,1533,2016,4
"2232030",430770,752,2016,6
"2232049",430920,2141,2016,15
"2232057",431340,1607,2016,7
"2232073",430390,687,2016,3
"2232081",430060,2490,2016,26
"2232103",430310,1634,2016,10
"2232138",430640,295,2016,0
"2232146",431340,2160,2016,8
"2232154",431990,1388,2016,4
"2232162",432000,1495,2016,14
"2232170",431480,1,2016,0
"2232189",431080,119,2016,0
"2232928",430450,484,2016,3
"2232995",431560,1202,2016,1
"2233312",431880,505,2016,2
"2233320",431450,1,2016,0
"2233347",431460,225,2016,3
"2233398",431730,431,2016,3
"2233401",431100,234,2016,1
"2233428",430130,135,2016,1
"2234386",430010,6,2016,0
"2234394",432070,307,2016,0
"2234408",432070,73,2016,0
"2234416",430280,388,2016,1
"2234424",430120,192,2016,1
"2234432",430690,230,2016,0
"2234467",431402,9,2016,0
"2235307",430530,2,2016,0
"2235323",431370,586,2016,5
"2235404",432010,470,2016,4
"2235412",431610,92,2016,0
"2235447",431620,74,2016,0
"2235609",430440,368,2016,0
"2236338",432253,27,2016,0
"2236346",432067,59,2016,0
"2236354",432270,182,2016,0
"2236362",430420,282,2016,0
"2236370",432260,860,2016,2
"2236516",430210,1,2016,0
"2237253",431490,3549,2016,148
"2237563",431490,1,2016,0
"2237571",431490,3606,2016,75
"2237598",431490,3401,2016,16
"2237601",431490,3713,2016,108
"2237636",431490,1,2016,0
"2237822",431490,1646,2016,48
"2237849",431490,33,2016,29
"2238810",432030,84,2016,0
"2240335",430790,653,2016,4
"2241013",430645,30,2016,0
"2241021",430210,1684,2016,12
"2241048",432250,1256,2016,2
"2241072",430080,106,2016,0
"2241102",431320,221,2016,2
"2241110",430230,1,2016,0
"2241129",430235,97,2016,0
"2241137",430480,169,2016,0
"2241145",430820,293,2016,8
"2241153",430910,777,2016,10
"2241161",431330,456,2016,0
"2241196",431112,1,2016,0
"2241218",431400,132,2016,0
"2241226",431900,171,2016,0
"2244098",431120,86,2016,1
"2244101",430800,29,2016,0
"2244128",431310,140,2016,0
"2244136",431980,3,2016,0
"2244152",431110,24,2016,0
"2244187",431210,3,2016,0
"2244209",431447,25,2016,1
"2244225",432220,191,2016,3
"2244233",431550,5,2016,0
"2244241",430290,1,2016,0
"2244268",431690,78,2016,0
"2244276",431690,1367,2016,12
"2244292",431690,322,2016,3
"2244306",431690,2155,2016,28
"2244314",431940,1,2016,0
"2244322",431960,156,2016,0
"2244330",431810,81,2016,0
"2244349",431740,36,2016,0
"2244357",431740,791,2016,11
"2244470",431842,1,2016,0
"2245396",432100,2,2016,0
"2246740",432090,364,2016,0
"2246767",431660,216,2016,2
"2246783",432100,132,2016,0
"2246791",431860,143,2016,1
"2246813",430750,229,2016,0
"2246872",430490,88,2016,2
"2246902",431265,145,2016,0
"2246910",431265,137,2016,0
"2246929",431410,826,2016,7
"2246937",430630,76,2016,0
"2246953",431180,536,2016,5
"2246961",432080,448,2016,2
"2246988",431410,3271,2016,44
"2247038",431220,7,2016,0
"2247046",431360,27,2016,0
"2247062",431130,429,2016,0
"2247151",431640,1,2016,0
"2247755",430040,1,2016,0
"2248190",432240,1836,2016,4
"2248204",431830,776,2016,4
"2248212",431710,54,2016,0
"2248220",431710,1122,2016,1
"2248239",431640,476,2016,5
"2248247",431530,229,2016,2
"2248271",431060,501,2016,0
"2248298",431800,874,2016,7
"2248328",430040,955,2016,13
"2249251",430890,10,2016,0
"2249472",430700,933,2016,13
"2249499",432060,2,2016,0
"2249502",430090,38,2016,0
"2249510",430890,185,2016,1
"2249537",432290,2,2016,0
"2249626",430755,80,2016,0
"2250675",430430,35,2016,0
"2250713",431930,40,2016,0
"2250721",432230,92,2016,1
"2250772",430960,180,2016,1
"2250802",430370,56,2016,0
"2250829",431790,230,2016,0
"2250837",432180,571,2016,3
"2252007",431205,17,2016,1
"2252023",430240,104,2016,3
"2252058",430245,103,2016,1
"2252066",432045,1,2016,0
"2252074",430620,94,2016,1
"2252082",431515,68,2016,0
"2252112",431300,3,2016,0
"2252139",431030,94,2016,0
"2252147",431580,19,2016,1
"2252155",430070,30,2016,0
"2252163",430140,7,2016,0
"2252198",430100,273,2016,0
"2252228",430680,478,2016,0
"2252244",432145,398,2016,6
"2252260",430780,865,2016,14
"2252287",431140,1320,2016,23
"2252295",431440,82,2016,1
"2252341",431440,445,2016,4
"2252694",431440,988,2016,19
"2253046",431440,1863,2016,12
"2253054",431440,1933,2016,3
"2254611",431720,1230,2016,4
"2254956",431390,583,2016,2
"2254964",431680,1888,2016,34
"2255928",431680,5,2016,0
"2255936",431680,65,2016,0
"2257467",432170,43,2016,0
"2257548",430350,1221,2016,12
"2257556",431240,1043,2016,4
"2257564",431600,33,2016,1
"2257572",432110,4,2016,0
"2257645",430860,435,2016,3
"2257661",430105,1,2016,0
"2257815",431350,1181,2016,2
"2259850",430330,66,2016,0
"2259869",430520,112,2016,1
"2259877",431915,3,2016,0
"2259893",431890,669,2016,5
"2259907",431750,1170,2016,13
"2259931",430950,82,2016,0
"2259982",431510,98,2016,0
"2260050",432040,176,2016,0
"2260069",430900,126,2016,1
"2261057",431020,1168,2016,10
"2261065",431780,425,2016,0
"2261103",430540,51,2016,0
"2261111",430570,50,2016,0
"2261987",430160,1833,2016,13
"2262002",430660,413,2016,1
"2262010",430003,99,2016,0
"2262029",431150,6,2016,0
"2262274",430470,849,2016,1
"2262568",431490,3070,2016,27
"2263823",430610,391,2016,1
"2263858",430610,632,2016,7
"2263882",431645,111,2016,1
"2263890",431670,105,2016,0
"2264587",431490,1,2016,1
"2264870",431490,1,2016,0
"2265052",431490,4027,2016,25
"2265060",431490,1,2016,0
"2265168",431490,4,2016,0
"2265184",431490,2,2016,0
"2265885",430020,49,2016,0
"2265958",430270,5,2016,0
"2266474",430300,1129,2016,7
"2693402",431490,3,2016,0
"2693801",431490,5,2016,0
"2700840",432160,1,2016,0
"2707632",430760,617,2016,7
"2707675",431560,1812,2016,7
"2707918",430700,1088,2016,10
"2707942",431260,54,2016,0
"2707950",432150,835,2016,7
"2707969",430463,1166,2016,4
"2707977",432280,309,2016,2
"2708000",430600,93,2016,0
"2792974",431570,525,2016,0
"2793008",432160,1500,2016,9
"2793237",430940,290,2016,0
"2817861",431560,1,2016,0
"2817888",431560,1,2016,0
"2818450",431850,1,2016,0
"3006522",431490,4263,2016,39
"3007847",431490,2385,2016,11
"3017060",431720,9,2016,0
"3023168",431490,1,2016,0
"3049442",431760,2,2016,0
"3141330",431410,132,2016,1
"3213943",431340,1508,2016,6
"3368408",431560,33,2016,0
"3378691",430580,65,2016,0
"3443795",431490,1,2016,0
"3492575",431490,1,2016,0
"3506959",431020,543,2016,5
"3508528",430460,4193,2016,12
"3567664",431490,306,2016,4
"3596338",430160,36,2016,0
"3626245",430460,1,2016,0
"3819590",431130,15,2016,0
"5026253",431490,2,2016,0
"5223962",432300,860,2016,4
"5230241",431290,29,2016,0
"5313740",430460,1,2016,0
"5384117",432140,548,2016,6
"5395674",431000,196,2016,1
"5699525",430290,1,2016,0
"5922216",431690,1124,2016,10
"6011926",430230,14,2016,0
"6014194",430810,102,2016,0
"6389104",431760,1,2016,0
"6447074",432130,150,2016,0
"7145594",431490,9,2016,0
"7151888",431750,343,2016,1
"7513151",431490,4,2016,0
"0000296",431490,103,2017,2
"0000300",430040,1,2017,0
"2223538",430510,1833,2017,22
"2223546",430510,1553,2017,10
"2223562",430510,226,2017,0
"2223570",430510,1903,2017,4
"2223597",430510,1412,2017,6
"2223910",432150,1,2017,0
"2224127",430163,1,2017,0
"2224305",431365,1,2017,0
"2224321",431365,1,2017,0
"2224607",431365,1,2017,0
"2224615",431250,2,2017,0
"2224844",430544,1,2017,0
"2224860",430676,1,2017,0
"2225328",430930,25,2017,0
"2225913",430930,13,2017,0
"2226693",431225,1,2017,0
"2227665",431010,612,2017,3
"2227673",432200,77,2017,0
"2227681",431650,1,2017,0
"2227703",431575,1,2017,0
"2227711",430650,1,2017,0
"2227762",431405,1226,2017,17
"2227770",431820,187,2017,0
"2227886",431840,1132,2017,6
"2227908",431950,140,2017,0
"2227932",432120,522,2017,2
"2227959",431240,640,2017,2
"2228505",430850,1,2017,0
"2228556",431470,141,2017,1
"2228564",430050,45,2017,0
"2228580",431380,204,2017,1
"2228602",430850,417,2017,1
"2228610",432020,436,2017,2
"2228653",431050,69,2017,0
"2228688",431270,348,2017,5
"2228726",432190,566,2017,0
"2228734",431590,139,2017,1
"2231646",430390,1,2017,0
"2232022",431870,1697,2017,7
"2232030",430770,779,2017,1
"2232049",430920,2065,2017,16
"2232057",431340,1568,2017,6
"2232073",430390,784,2017,6
"2232081",430060,2627,2017,33
"2232103",430310,1781,2017,24
"2232138",430640,290,2017,7
"2232146",431340,2087,2017,5
"2232154",431990,1571,2017,5
"2232162",432000,1398,2017,5
"2232170",431480,2,2017,0
"2232189",431080,136,2017,0
"2232847",430605,1,2017,0
"2232928",430450,517,2017,1
"2232995",431560,849,2017,3
"2233312",431880,455,2017,1
"2233320",431450,2,2017,0
"2233339",431420,2,2017,0
"2233347",431460,267,2017,7
"2233355",431850,3,2017,0
"2233371",431880,7,2017,0
"2233398",431730,430,2017,0
"2233401",431100,356,2017,3
"2233428",430130,117,2017,0
"2233436",430710,1,2017,0
"2234386",430010,7,2017,0
"2234394",432070,264,2017,3
"2234408",432070,90,2017,1
"2234416",430280,365,2017,2
"2234424",430120,228,2017,2
"2234432",430690,255,2017,1
"2234467",431402,3,2017,0
"2235323",431370,646,2017,5
"2235404",432010,648,2017,3
"2235412",431610,66,2017,0
"2235420",431610,17,2017,0
"2235447",431620,60,2017,1
"2235609",430440,457,2017,2
"2236338",432253,10,2017,0
"2236346",432067,24,2017,0
"2236354",432270,186,2017,2
"2236362",430420,251,2017,0
"2236370",432260,859,2017,0
"2236516",430210,1,2017,0
"2237156",431490,15,2017,0
"2237199",431490,1,2017,0
"2237253",431490,3785,2017,183
"2237563",431490,1,2017,0
"2237571",431490,3268,2017,74
"2237598",431490,3469,2017,14
"2237601",431490,3389,2017,102
"2237822",431490,1718,2017,50
"2237849",431490,39,2017,37
"2238810",432030,67,2017,2
"2240335",430790,605,2017,4
"2241013",430645,10,2017,0
"2241021",430210,1715,2017,12
"2241048",432250,1288,2017,3
"2241072",430080,103,2017,0
"2241102",431320,175,2017,2
"2241129",430235,81,2017,0
"2241137",430480,164,2017,0
"2241145",430820,320,2017,0
"2241153",430910,747,2017,3
"2241161",431330,450,2017,1
"2241196",431112,1,2017,0
"2241218",431400,104,2017,0
"2241226",431900,163,2017,0
"2243474",431690,3,2017,0
"2244098",431120,105,2017,0
"2244101",430800,35,2017,0
"2244128",431310,95,2017,0
"2244136",431980,7,2017,0
"2244152",431110,29,2017,0
"2244187",431210,1,2017,0
"2244209",431447,23,2017,0
"2244225",432220,187,2017,0
"2244233",431550,5,2017,0
"2244241",430290,1,2017,0
"2244268",431690,85,2017,0
"2244276",431690,1406,2017,12
"2244292",431690,292,2017,2
"2244306",431690,2461,2017,28
"2244314",431940,6,2017,0
"2244322",431960,132,2017,0
"2244330",431810,30,2017,0
"2244349",431740,33,2017,0
"2244357",431740,722,2017,6
"2245043",431235,1,2017,0
"2245396",432100,2,2017,0
"2246740",432090,406,2017,1
"2246767",431660,251,2017,2
"2246783",432100,130,2017,1
"2246791",431860,177,2017,0
"2246813",430750,251,2017,0
"2246872",430490,102,2017,0
"2246902",431265,91,2017,0
"2246910",431265,195,2017,0
"2246929",431410,761,2017,5
"2246937",430630,36,2017,0
"2246953",431180,602,2017,5
"2246961",432080,511,2017,3
"2246988",431410,3395,2017,35
"2247038",431220,9,2017,0
"2247046",431360,31,2017,0
"2247062",431130,455,2017,3
"2247151",431640,3,2017,0
"2247755",430040,1,2017,0
"2248190",432240,1869,2017,8
"2248204",431830,763,2017,7
"2248212",431710,64,2017,0
"2248220",431710,967,2017,0
"2248239",431640,486,2017,6
"2248247",431530,271,2017,1
"2248271",431060,489,2017,2
"2248298",431800,889,2017,3
"2248328",430040,1028,2017,18
"2249472",430700,969,2017,1
"2249502",430090,22,2017,0
"2249510",430890,198,2017,1
"2249618",431190,2,2017,0
"2249626",430755,62,2017,0
"2250675",430430,40,2017,0
"2250713",431930,17,2017,0
"2250721",432230,60,2017,1
"2250772",430960,219,2017,0
"2250802",430370,58,2017,0
"2250810",431500,1,2017,0
"2250829",431790,233,2017,0
"2250837",432180,606,2017,4
"2252007",431205,9,2017,1
"2252023",430240,111,2017,2
"2252058",430245,75,2017,1
"2252066",432045,1,2017,0
"2252082",431515,37,2017,0
"2252112",431300,1,2017,0
"2252120",430830,1,2017,0
"2252139",431030,80,2017,0
"2252155",430070,18,2017,1
"2252163",430140,5,2017,0
"2252198",430100,321,2017,3
"2252228",430680,562,2017,7
"2252244",432145,412,2017,6
"2252260",430780,927,2017,9
"2252287",431140,1413,2017,23
"2252295",431440,74,2017,0
"2252341",431440,454,2017,1
"2252694",431440,893,2017,16
"2253046",431440,1898,2017,11
"2253054",431440,2018,2017,4
"2254611",431720,1502,2017,17
"2254956",431390,589,2017,1
"2254964",431680,1901,2017,22
"2255928",431680,6,2017,0
"2255936",431680,44,2017,1
"2257467",432170,26,2017,0
"2257548",430350,1200,2017,19
"2257556",431240,1123,2017,4
"2257564",431600,11,2017,1
"2257572",432110,2,2017,0
"2257645",430860,458,2017,0
"2257815",431350,1247,2017,2
"2259850",430330,81,2017,1
"2259869",430520,18,2017,0
"2259893",431890,646,2017,5
"2259907",431750,1372,2017,18
"2259931",430950,64,2017,0
"2259974",431630,3,2017,0
"2259982",431510,93,2017,0
"2260050",432040,155,2017,0
"2260069",430900,9,2017,0
"2261057",431020,1139,2017,9
"2261065",431780,428,2017,0
"2261103",430540,53,2017,0
"2261111",430570,28,2017,0
"2261413",430160,1,2017,0
"2261987",430160,1891,2017,6
"2262002",430660,386,2017,0
"2262010",430003,98,2017,1
"2262029",431150,5,2017,0
"2262274",430470,866,2017,4
"2262568",431490,2831,2017,26
"2263823",430610,387,2017,1
"2263858",430610,691,2017,12
"2263882",431645,56,2017,1
"2263890",431670,117,2017,0
"2265052",431490,3951,2017,35
"2265060",431490,1,2017,0
"2265168",431490,2,2017,0
"2265184",431490,1,2017,0
"2265885",430020,38,2017,0
"2265958",430270,4,2017,0
"2266474",430300,1172,2017,6
"2693402",431490,3,2017,0
"2693801",431490,1,2017,0
"2707632",430760,556,2017,5
"2707675",431560,2067,2017,13
"2707918",430700,1109,2017,2
"2707942",431260,19,2017,0
"2707950",432150,817,2017,8
"2707969",430463,1131,2017,5
"2707977",432280,311,2017,0
"2708000",430600,72,2017,0
"2792974",431570,485,2017,1
"2793008",432160,1521,2017,7
"2793237",430940,287,2017,1
"2817853",431560,1,2017,0
"2817861",431560,1,2017,0
"3006522",431490,4373,2017,43
"3007847",431490,2470,2017,15
"3017060",431720,3,2017,0
"3049442",431760,6,2017,0
"3141330",431410,112,2017,1
"3213943",431340,1510,2017,0
"3368408",431560,11,2017,0
"3443795",431490,3,2017,1
"3492575",431490,1,2017,0
"3506959",431020,537,2017,6
"3508528",430460,3865,2017,10
"3567664",431490,14,2017,0
"3596338",430160,27,2017,0
"3626245",430460,1,2017,0
"3913392",431710,51,2017,0
"5005264",431490,1,2017,0
"5026253",431490,3,2017,0
"5222311",431440,1,2017,0
"5223962",432300,854,2017,6
"5230241",431290,20,2017,0
"5384117",432140,704,2017,1
"5395674",431000,253,2017,1
"5433509",431690,1,2017,0
"5473810",431490,1,2017,0
"5922216",431690,819,2017,5
"6011926",430230,17,2017,1
"6014194",430810,91,2017,1
"6131913",430930,260,2017,0
"6447074",432130,97,2017,1
"6533256",430460,1,2017,0
"6813895",432160,2,2017,0
"6867294",431340,1,2017,0
"6883257",431490,2,2017,0
"7015887",431690,1,2017,0
"7145594",431490,10,2017,1
"7151888",431750,320,2017,1
"7513151",431490,8,2017,0
"7879679",432300,2,2017,0
"9016554",432070,17,2017,0
"9122869",431340,1,2017,0
"0000296",431490,64,2018,0
"2223538",430510,1893,2018,32
"2223546",430510,1493,2018,12
"2223562",430510,143,2018,0
"2223570",430510,2081,2018,11
"2223597",430510,1317,2018,14
"2224615",431250,4,2018,0
"2224860",430676,1,2018,0
"2225328",430930,1,2018,0
"2225913",430930,4,2018,0
"2227045",431840,1,2018,0
"2227665",431010,525,2018,3
"2227673",432200,4,2018,0
"2227762",431405,1384,2018,3
"2227770",431820,34,2018,0
"2227886",431840,1140,2018,6
"2227908",431950,148,2018,3
"2227932",432120,579,2018,2
"2227959",431240,667,2018,1
"2227983",432020,10,2018,0
"2228556",431470,140,2018,0
"2228564",430050,35,2018,0
"2228580",431380,83,2018,1
"2228602",430850,564,2018,1
"2228610",432020,438,2018,0
"2228653",431050,27,2018,0
"2228688",431270,347,2018,1
"2228726",432190,549,2018,0
"2228734",431590,97,2018,0
"2230739",431870,1,2018,0
"2231751",431695,1,2018,0
"2232022",431870,1703,2018,14
"2232030",430770,852,2018,3
"2232049",430920,2058,2018,18
"2232057",431340,1503,2018,8
"2232073",430390,711,2018,5
"2232081",430060,2435,2018,21
"2232103",430310,1694,2018,14
"2232138",430640,257,2018,2
"2232146",431340,2074,2018,6
"2232154",431990,1705,2018,19
"2232162",432000,1277,2018,8
"2232170",431480,1,2018,0
"2232189",431080,142,2018,0
"2232847",430605,1,2018,0
"2232928",430450,517,2018,0
"2232995",431560,809,2018,4
"2233312",431880,537,2018,3
"2233320",431450,8,2018,0
"2233339",431420,4,2018,0
"2233347",431460,176,2018,2
"2233355",431850,4,2018,0
"2233363",430063,3,2018,0
"2233371",431880,1,2018,0
"2233398",431730,425,2018,1
"2233401",431100,352,2018,2
"2233428",430130,96,2018,1
"2233436",430710,1,2018,0
"2233444",431245,1,2018,0
"2234386",430010,5,2018,0
"2234408",432070,25,2018,0
"2234416",430280,402,2018,0
"2234424",430120,198,2018,1
"2234432",430690,255,2018,0
"2235323",431370,642,2018,4
"2235404",432010,707,2018,8
"2235412",431610,17,2018,0
"2235420",431610,37,2018,0
"2235447",431620,74,2018,0
"2235609",430440,527,2018,2
"2236338",432253,6,2018,0
"2236346",432067,2,2018,0
"2236354",432270,23,2018,0
"2236362",430420,339,2018,2
"2236370",432260,872,2018,0
"2236516",430210,4,2018,0
"2237156",431490,2,2018,0
"2237199",431490,1,2018,1
"2237253",431490,3937,2018,169
"2237288",431490,1,2018,0
"2237342",431490,1,2018,0
"2237563",431490,1,2018,0
"2237571",431490,3713,2018,59
"2237598",431490,3140,2018,23
"2237601",431490,3464,2018,115
"2237822",431490,2135,2018,61
"2237849",431490,29,2018,26
"2238810",432030,74,2018,1
"2240335",430790,683,2018,3
"2241013",430645,2,2018,0
"2241021",430210,1798,2018,23
"2241048",432250,1268,2018,9
"2241072",430080,99,2018,1
"2241102",431320,125,2018,1
"2241129",430235,2,2018,0
"2241137",430480,91,2018,1
"2241145",430820,344,2018,3
"2241153",430910,749,2018,7
"2241161",431330,455,2018,1
"2241196",431112,1,2018,0
"2241218",431400,105,2018,0
"2241226",431900,166,2018,0
"2242745",431960,1,2018,0
"2244098",431120,91,2018,0
"2244101",430800,33,2018,2
"2244128",431310,97,2018,0
"2244136",431980,2,2018,0
"2244187",431210,3,2018,0
"2244195",432065,1,2018,0
"2244209",431447,9,2018,0
"2244217",430840,1,2018,0
"2244225",432220,214,2018,2
"2244233",431550,3,2018,0
"2244268",431690,78,2018,1
"2244276",431690,1425,2018,12
"2244292",431690,291,2018,0
"2244306",431690,2777,2018,25
"2244314",431940,7,2018,0
"2244322",431960,59,2018,0
"2244330",431810,14,2018,0
"2244349",431740,33,2018,0
"2244357",431740,740,2018,6
"2244403",431265,2,2018,0
"2246740",432090,446,2018,0
"2246767",431660,389,2018,0
"2246783",432100,27,2018,0
"2246791",431860,65,2018,1
"2246813",430750,368,2018,2
"2246872",430490,69,2018,1
"2246902",431265,97,2018,0
"2246910",431265,127,2018,0
"2246929",431410,849,2018,9
"2246937",430630,11,2018,0
"2246953",431180,650,2018,4
"2246961",432080,512,2018,3
"2246988",431410,3425,2018,30
"2247038",431220,8,2018,0
"2247046",431360,18,2018,0
"2247062",431130,410,2018,1
"2247151",431640,1,2018,0
"2248190",432240,1782,2018,18
"2248204",431830,732,2018,12
"2248212",431710,73,2018,0
"2248220",431710,1011,2018,1
"2248239",431640,534,2018,9
"2248247",431530,240,2018,2
"2248271",431060,496,2018,1
"2248298",431800,844,2018,5
"2248328",430040,1059,2018,9
"2249472",430700,886,2018,4
"2249499",432060,1,2018,0
"2249502",430090,16,2018,0
"2249510",430890,201,2018,1
"2249618",431190,1,2018,0
"2249626",430755,61,2018,0
"2249650",431070,1,2018,0
"2250675",430430,52,2018,0
"2250772",430960,195,2018,1
"2250802",430370,49,2018,0
"2250829",431790,278,2018,0
"2250837",432180,609,2018,1
"2252007",431205,4,2018,0
"2252023",430240,80,2018,2
"2252058",430245,81,2018,2
"2252139",431030,72,2018,0
"2252163",430140,9,2018,0
"2252198",430100,434,2018,2
"2252228",430680,571,2018,8
"2252244",432145,586,2018,3
"2252252",432130,2,2018,1
"2252260",430780,981,2018,16
"2252287",431140,1409,2018,25
"2252295",431440,64,2018,0
"2252341",431440,555,2018,2
"2252694",431440,1158,2018,20
"2253003",431440,2,2018,0
"2253046",431440,2167,2018,18
"2253054",431440,1236,2018,13
"2253666",431440,4,2018,0
"2254611",431720,1442,2018,7
"2254956",431390,493,2018,1
"2254964",431680,2254,2018,34
"2255103",431680,1,2018,0
"2255928",431680,8,2018,0
"2255936",431680,28,2018,0
"2257467",432170,23,2018,0
"2257548",430350,1254,2018,12
"2257556",431240,1157,2018,10
"2257564",431600,15,2018,0
"2257572",432110,1,2018,0
"2257645",430860,537,2018,3
"2257815",431350,1312,2018,4
"2259850",430330,57,2018,1
"2259869",430520,18,2018,0
"2259877",431915,1,2018,0
"2259893",431890,638,2018,3
"2259907",431750,1325,2018,14
"2259931",430950,38,2018,0
"2259974",431630,3,2018,0
"2259982",431510,116,2018,0
"2260050",432040,141,2018,1
"2260069",430900,12,2018,0
"2260204",431020,1,2018,0
"2261057",431020,1157,2018,6
"2261065",431780,443,2018,0
"2261103",430540,38,2018,0
"2261111",430570,35,2018,1
"2261154",430400,1,2018,0
"2261987",430160,1832,2018,9
"2262002",430660,409,2018,0
"2262010",430003,98,2018,3
"2262029",431150,3,2018,0
"2262274",430470,828,2018,1
"2262568",431490,2700,2018,19
"2263823",430610,362,2018,5
"2263858",430610,679,2018,7
"2263866",430845,1,2018,0
"2263882",431645,21,2018,0
"2263890",431670,132,2018,0
"2265052",431490,2156,2018,27
"2265060",431490,1,2018,0
"2265885",430020,33,2018,2
"2265958",430270,8,2018,1
"2266474",430300,1126,2018,11
"2693402",431490,1,2018,0
"2693801",431490,1,2018,0
"2707616",431417,1,2018,0
"2707632",430760,546,2018,3
"2707675",431560,2047,2018,17
"2707918",430700,1148,2018,4
"2707942",431260,20,2018,0
"2707950",432150,848,2018,6
"2707969",430463,1216,2018,5
"2707977",432280,390,2018,0
"2708000",430600,87,2018,4
"2792974",431570,369,2018,0
"2793008",432160,1505,2018,4
"2793237",430940,295,2018,1
"2817861",431560,1,2018,0
"2817888",431560,2,2018,0
"3006522",431490,4112,2018,28
"3007847",431490,2509,2018,19
"3049442",431760,2,2018,0
"3141330",431410,88,2018,0
"3149153",430810,3,2018,0
"3213943",431340,1429,2018,8
"3368408",431560,4,2018,0
"3443795",431490,1,2018,0
"3506959",431020,641,2018,5
"3508528",430460,3746,2018,19
"3596338",430160,30,2018,0
"3819590",431130,75,2018,0
"3913392",431710,29,2018,0
"4063910",430390,1,2018,0
"4067622",432000,1,2018,0
"5005264",431490,3,2018,0
"5026253",431490,4,2018,0
"5032911",431340,1,2018,0
"5223962",432300,861,2018,13
"5230241",431290,2,2018,0
"5384117",432140,733,2018,4
"5395674",431000,220,2018,2
"5602742",430360,1,2018,0
"5699525",430290,1,2018,0
"5729297",432230,74,2018,0
"5922216",431690,738,2018,9
"6011926",430230,15,2018,0
"6014194",430810,120,2018,2
"6131913",430930,242,2018,0
"6447074",432130,6,2018,0
"6537650",431490,1,2018,0
"6560830",432070,31,2018,1
"6867294",431340,1,2018,0
"7145594",431490,49,2018,1
"7151888",431750,343,2018,0
"7364865",431490,1,2018,0
"7376421",430460,1,2018,0
"7492359",430510,1,2018,0
"7513151",431490,8,2018,0
"7879679",432300,2,2018,0
"8007209",432300,125,2018,1
"9016554",432070,319,2018,1
"0000298",430460,1,2019,0
"0000300",430040,13,2019,0
"2223538",430510,1825,2019,24
"2223546",430510,1536,2019,4
"2223562",430510,23,2019,0
"2223570",430510,1553,2019,3
"2223597",430510,54,2019,0
"2223929",432135,1,2019,0
"2223945",432135,1,2019,0
"2224615",431250,1,2019,0
"2224836",430517,1,2019,0
"2224852",430676,1,2019,0
"2224860",430676,3,2019,0
"2225913",430930,8,2019,0
"2227118",431240,1,2019,0
"2227665",431010,614,2019,3
"2227673",432200,2,2019,0
"2227711",430650,2,2019,0
"2227762",431405,1380,2019,11
"2227770",431820,13,2019,1
"2227886",431840,1119,2019,2
"2227908",431950,160,2019,1
"2227932",432120,375,2019,3
"2227959",431240,646,2019,3
"2228041",431160,1,2019,0
"2228556",431470,102,2019,0
"2228580",431380,4,2019,0
"2228602",430850,523,2019,2
"2228610",432020,568,2019,1
"2228653",431050,5,2019,0
"2228688",431270,306,2019,2
"2228726",432190,520,2019,1
"2228734",431590,83,2019,1
"2230380",430390,1,2019,0
"2232014",430460,1,2019,0
"2232022",431870,1764,2019,9
